회사명,직무,링크,자격요건,우대사항
와탭랩스(WhaTapLabs),[100억↑투자] 프론트엔드 개발자(데이터베이스 모니터링),https://www.wanted.co.kr/wd/141015,"• Javascript(Typescript) 언어에 대한 이해가 있으신 분
• React.js 라이브러리 기반 어플리케이션 개발 경험이 있으신 분
• 지속 가능한 개발에 대해 관심이 있으신 분","• 책임감을 바탕으로 능동적이고 자율적으로 동료와 소통하며 업무를 수행하는 분
• 본인의 생각을 논리적으로 설명할 수 있는 분
• 개인의 역량을 성장 시키고자 하는 의지가 강하신 분
• 라이브러리 제작 또는 오픈소스에 기여하신 경험이 있으신 분
• 모니터링 서비스 사용 경험이 있으신 분"
와탭랩스(WhaTapLabs),[100억↑투자] 백엔드 개발자(데이터베이스 모니터링),https://www.wanted.co.kr/wd/141013,"• 네트워크/OS/파일시스템/소프트웨어 개발에 대한 개괄적인 이해가 필요합니다.
• SaaS 서비스 개발 및 서버 아키텍처 설계 경험이 있으신 분
• Netty Framework을 사용하여 Socket 기반 네트워크 프로그램 개발 경험이 있으신 분
• Spring Framework 기반 애플리케이션 서버 개발 경험이 있으신 분
• Spring Security / JPA 를 사용한 개발 경험이 있으신 분
• 데이터베이스를 사용하여 대용량 데이터 처리 경험이 있으신 분","• 책임감을 바탕으로 능동적이고 자율적으로 동료와 소통하며 업무를 수행하는 분
• 본인의 생각을 논리적으로 설명할 수 있는 분
• 개인의 역량을 성장 시키고자 하는 의지가 강하신 분
• 라이브러리 제작 또는 오픈소스에 기여하신 경험이 있으신 분
• 모니터링 서비스 사용 경험이 있으신 분"
데이터뱅크,CBO (Chief Business Officer),https://www.wanted.co.kr/wd/141458,"• 글로벌 서비스 기획/제작 및 출시까지 성공적인 프로젝트를 리딩한 경험이 있으신 분 
• B2C 이커머스 혹은 결제 관련 프로덕트/비즈니스 경험
• 다양한 팀 (마케팅, 개발, PM 등) 의 성과를 측정하고, 리딩할 수 있는 지식과 조직관리능력 
• 원어민 수준의 영어 구사 능력
• 전략적 사고","• COO / CSO 경험
• 글로벌 상위 전략 컨설팅사 근무 경험
• 시리즈 B 단계 이상 스타트업에서 프로덕트 매니지먼트 분야 리더십 경험
• 에듀테크 분야 또는 전반적인 스타트업 생태계에 대해 깊은 이해도를 보유하신 분
• B2C 마케팅에 대한 경험 & 노하우가 있으신 분
• 토플, 아이엘츠와 같은 주관식 영어 시험에 대한 어느정도의 이해도가 있으신 분"
데이터뱅크,HR & Recruiting Manager,https://www.wanted.co.kr/wd/142408,"• 3년~7년 인사 업무 경험이 있으신 분
• 채용 업무 경력자 (다만 채용만 할 수 있는 것이 아니라 HR 전반의 업무 가능하신 분)
• 회사의 상황에 따라 자율적이고 주도적으로 채용, 인사, 기업문화 업무를 분배하고 비중을 조정해나가실 수 있는 분
• HR 시스템 및 채용 데이터베이스에 대한 지식
• Slack, Notion, Flex 등의 협업 툴에 익숙하신 분
• 비즈니스 통찰력
• 컨설팅 능력
• 감독 책임","• 스타트업, SaaS 기업 등 IT 분야에서 채용 업무 경험이 있으신 분
• HR 트렌드를 지속적으로 스터디하시는 분
• 다양한 분야의 네트워킹을 보유하신 분 
• 20인 이상 조직에서의 HR 리딩 경험"
데이터뱅크,UI/UX 디자이너,https://www.wanted.co.kr/wd/95352,"[우리는 지금 이런 분을 찾아요]
- 3~5년 혹은 그 이상의 웹/앱 프로덕트 디자인 경험이 있는 분
- 유저 인터뷰와 다양한 방법론으로 가설을 세우고 프로덕트에 적용한 경험이 있는 분
- 더 나은 프로덕트와 팀을 만들기 위해 디자인 프로세스를 개선하고 의견을 내주실 수 있는 분
- 프로덕트의 방향성과 핵심가치를 함께 고민하고 만들어갈 수 있는 분","[이런 능력, 경험이 있으면 더 좋아요]
- Figma, Sketch, Framer 등의 UI 디자인 툴에서 디자인 시스템을 구축한 경험이 있으면 좋아요.
- Protopie나 Framer, 혹은 직접 코드를 적어 프로토타이핑을 할 수 있는 능력이 있다면 좋아요.
- 웹/앱 유저 인터페이스 구현에 대한 간단한 개발적인 지식이 있다면 좋아요.
- 에듀테크 분야에서 일한 경험이 있으면 좋아요."
피닉스다트,데이터베이스 DB 개발자 (DBA),https://www.wanted.co.kr/wd/138822,"아래 경력 무관
• 신입 : 관련학과 전공자 또는 그에 준하는 교육을 수료한 자.
• 경력 : 1년 이상의 RDBMS 데이터베이스 운영 경험 (MySQL, PostgreSQL, Oracle)","• 문제 해결을 위해 적극적으로 공부하고 행동하시는 분.
• 복잡한 쿼리에 대한 거부감이 없으신 분.
• 프로그래밍 및 스크립트 언어(bash, Python, Java)을 경험해보신 분.
• DBA 로 성장하고 싶으신 분."
라포랩스(퀸잇),팔도감_데이터 애널리스트(Data Analyst),https://www.wanted.co.kr/wd/87711,"• SQL을 활용한 데이터 분석 경험이 3년 이상이거나 그에 준하는 경험/역량이 있으신 분
• SQL로 Raw Data를 가공 및 활용하여, 분석을 고려한 데이터 핸들링이 가능하신 분
• 분석 결과를 도출해서 누구나 이해할 수 있도록 논리적 언어와 대시보드로 표현할 수 있는 분
• 모바일 어플리케이션의 주요 경험 지표를 정의하고 상승을 위한 인사이트를 도출하며 문제를 해결할 수 있는 분","• 모바일 서비스 데이터 분석 방법(LTV, AARRR, Cohort, Funnel 등)을 통해 문제를 해결해본 경험이 있는 분
• 데이터 관련 전공(통계학/컴퓨터공학/산업공학 등) 혹은 데이터 관련 교육을 이수하신 분
• 식품, 이커머스, 플랫폼 서비스에 대한 이해가 있으신 분"
모비데이즈(Mobidays),[데이터마케팅] 퍼포먼스마케터 팀원,https://www.wanted.co.kr/wd/119445,"[지원자격]
• 1~5년 이상의 디지털 마케팅 관련 경력이 있으신 분
• 구글, 페이스북, 카카오 등 국내외 매체 운영 경험이 있으신 분
• 마케팅 기획 및 개발, 캠페인 관리 운영 및 최적화 경력을 갖추신 분
• 꼼꼼한 성격과 우수한 커뮤니케이션 스킬을 갖추신 분
• 긍정적인 에너지가 넘치고 고객지향의 서비스 마인드를 갖추신 분
• 모바일 마케팅 생태계 이해 및 모바일 마케팅 전문가가 되고 싶은 인재","[우대사항]
• 디지털 대행사, 미디어렙사 경험이 있으신 분
• GA, 앱스플라이어 등 트래킹 솔루션 사용 경험이 있으신 분"
모비데이즈(Mobidays),[데이터마케팅] 퍼포먼스마케터 리더,https://www.wanted.co.kr/wd/121828,"• 5~10년의 디지털 마케팅 관련 경력이 있으신 분
• 구글, 페이스북, 카카오 등 국내외 매체 운영 경험이 있으신 분
• 마케팅 기획 및 개발, 캠페인 관리 운영 및 최적화 경력을 갖추신 분
• 꼼꼼한 성격과 우수한 커뮤니케이션 스킬을 갖추신 분
• 긍정적인 에너지가 넘치고 고객지향의 서비스 마인드를 갖추신 분
• 모바일 마케팅 생태계 이해 및 모바일 마케팅 전문가가 되고 싶은 인재","• 디지털 대행사, 미디어렙사 경험이 있으신 분
• GA, 앱스플라이어 등 트래킹 솔루션 사용 경험이 있으신 분"
당근마켓,FDS 데이터 분석가 - 당근페이,https://www.wanted.co.kr/wd/127155,"이런 분을 찾고 있어요
• 관련 업무 경력이 3년 이상이신 분
• 외부 협력을 통해 데이터 연계 구축을 경험해보신 분","이런 분이면 더 좋아요!
• 전자금융업자 및 카드/은행 등 금융사 FDS 경험이 있으신 분
• 데이터 분석을 통해 문제 해결이 가능하신 분

참고해 주세요
• 정규직 채용의 경우 3개월의 수습기간이 있어요
• 평가 결과에 따라 수습 기간이 연장되거나 채용이 취소될 수 있어요

이렇게 합류해요

1. 서류 전형  →  2. 화상 면접  →  3. 직무 면접  →  4. 컬쳐핏 면접  →  5. 최종 합격

자세한 전형 안내는 당근마켓 채용 사이트 공고를 참고해주세요."
당근마켓,데이터 분석가 (Data Analyst),https://www.wanted.co.kr/wd/65223,"• 1년 이상의 앱 데이터 분석 경험이 있으며 데이터를 통해 실제로 프로덕트를 개선한 임팩트를 낸 경험이 있으신 분
• 데이터를 다루고 시각화 하는데 있어서 필요한 python, sql 역량을 가지신 분
• 프로덕트를 분석할 때 어떻게 데이터를 구조화하고 그 구조 안에서 분석할지를 아시는 분
• 데이터를 기반으로 다양한 가설을 세우기 위해 프로덕트를 어떻게 분석해야 할지 아시는 분
• 실험 결과를 비롯한 데이터 기반 인사이트를 누구나 이해할 수 있도록 쉽게 커뮤니케이션 할 수 있는 분","• A/B 테스트와 인과 추론에 대한 통계적 이해를 가지신 분
• Bigquery를 다양하게 다뤄보신 분

참고해주세요

• 정규직 채용의 경우 3개월의 수습기간이 있어요
• 평가 결과에 따라 수습 기간이 연장되거나 채용이 취소될 수 있어요

이렇게 합류해요

1. 서류 전형  →  2. 화상 면접  →  3. 직무 면접  →  4. 컬쳐핏 면접  →  5. 최종 합격

전형 별 자세한 설명은 당근마켓 채용 사이트 공고를 참고해주세요."
콘센트릭스서비스코리아,[글로벌디지털마케팅] 디지털 데이터 분석 및 운영 담당자,https://www.wanted.co.kr/wd/120838,"- 고객분석을 통한 전략 수립 및 인사이트 도출 업무 경험
- SQL을 활용한 데이터 추출 및프로시저 개발
- Python을 활용한 데이터 분석 경험
- ML을 활용한 구매예측 등 예측 모형 개발 및 활용 경험","- Python을 활용한 데이터 분석 업무 경험
- Airflow, FastAPI, Python, RDB 활용한 데이터 운영/연동 경험
- 멤버십 설계 및 운영 경험"
더스윙,데이터 엔지니어,https://www.wanted.co.kr/wd/128691,"• 데이터 엔지니어링 기반의 3년 이상 서비스 경험을 보유하거나 이에 상응하는 경력을 보유한 분
• AWS Cloud 기반의 데이터 파이프라인 구축 및 운영이 가능하신 분
• Workflow 배치 파이프라인 개발 및 운영 가능하신 분
• 빅데이터 분석 웹 애플리케이션 백엔드 설계 가능하신 분
• Java, Go, Python, Scala 중 최소한 하나의 언어가 익숙한 분
• 타부서 동료들과 원할하게 소통할 수 있는 유연한 사고를 가지신 분","• 위치기반 데이터 처리 경험이 있으신 분
• AWS Cloud 기반의 데이터 처리 인프라 경험이 있으신 분
• 데이터 아키텍쳐 설계 경험이 있으신 분
• 빅데이터 플랫폼 구축 및 운영 경험이 있으신 분"
더스윙,데이터 애널리스트,https://www.wanted.co.kr/wd/141652,"• 모빌리티 산업에 대한 관심과 이해도가 높고, 시장 잠재력에 확신이 있으신 분
• 논리적이고 분석적인 사고력을 갖추신 분
• 데이터 통합 및 데이터 분석능력 갖추신 분
• 모든 유관부서와 원활히 커뮤니케이션 할 수 있는 분
• 복잡한 데이터를 처리하고 분석하여 인사이트와 실질적인 액션까지 도출해보신 경험이 있는 분","• 컴퓨터공학, 통계 등 관련 전공 및 유경험자 우대 (필수는 아님)
• BigQuery (SQL), MySQL, Tableau, Pandas, Spark, TensorFlow, Excel (Google Sheet) 등 
 데이터 분석 도구를 원활히 다루시거나, 앞으로 원활히 다루고자 하는 의지가 높으신 분
• Python, R 등의 프로그래밍 언어 혹은 데이터 분석 언어를 1개 이상 능숙하게 사용 가능하신 분
• AWS, GCP 등의 클라우드 서비스 사용 경험이 있으신 분"
이팝소프트(말해보카),데이터 분석가,https://www.wanted.co.kr/wd/142865,"〔 이런 분을 찾아요! 〕

• 통계 지식을 바탕으로 데이터 이해 및 분석 능력과 통계적 사고 능력을 갖춘 분
• 지표 설계 및 지표 변화 요인 역량을 갖춘 분
• SQL 사용에 능숙한 분","〔 이런 분이면 더 좋아요! 〕

• SQL 외 다른 언어 (Python 등) 사용에 익숙한 분
• BI 솔루션 사용 경험 있으신 분
• 데이터 엔지니어링 업무 경험이 있는 분"
이팝소프트(말해보카),데이터 엔지니어,https://www.wanted.co.kr/wd/133014,"〔 이런 분을 찾아요. 〕

• 5년 이상의 관련 경력을 갖춘 분  
• 클라우드 환경에서 데이터 인프라 구축 및 운영 경험이 있는 분 
• 빅데이터 분석 플랫폼 기반의 대용량 데이터를 수집하고 가공할 수 있는 분
• 데이터베이스에 대한 이해와 관련 경험이 풍부한 분 
• 자료구조, 알고리즘, 데이터베이스, 분산처리 등 프로그래밍 기초지식을 지닌 분
• Git 등의 버전 관리 도구를 사용하는 분","〔 이런 분이면 더 좋아요! 〕

• AWS 클라우드 아키텍처에 능숙한 분
• 프로그래밍 언어에 능숙한 분 
  (Java, Scala, Python, C++, Rust)"
이팝소프트(말해보카),데이터 사이언티스트,https://www.wanted.co.kr/wd/133047,"〔 이런 분을 찾아요! 〕

• 5년 이상의 관련 경력을 갖춘 분 
• SQL을 사용해서 자유자재로 데이터 추출이 가능한 분
• 논리적이고 분석적인 사고력을 갖춘 분","〔 이런 분이면 더 좋아요! 〕

• 대용량 데이터 처리, 데이터 마이닝을 통해 비즈니스 인사이트 발굴한 분
• 통계학, 수학, 데이터 분석 관련 전공힌 븐
• 관련 석사학위를 보유한 분"
엔에이치엔(NHN),[NHN] 데이터 서비스/플랫폼 개발,https://www.wanted.co.kr/wd/126813,"• 컴퓨터 공학 전공 학사 이상의 학위를 가지고 계신 분
•  Java, Python, Scala 중 최소 1가지 언어를 이용한 소프트웨어 개발 역량을 가지고 계신 분
• Vue 기반 UI 프레임워크(Vuetify, Bootstrap, Vue.js) 기반 어플리케이션 개발을 5년 이상 경험 
   해보신 분
• Hadoop Ecosystem을 통한 데이터 수집 및 처리 경험을 가지고 계신 분","• React.js, Angular.js 기반 어플리케이션 개발 경험을 가지고 계신 분
• Spring Boot, django 활용 어플리케이션 개발 경험을 가지고 계신 분
• 오픈소스를 학습하고 활용할 수 있는 역량을 가지고 계신 분
• 데이터 시스템을 설계하고 운영해본 경험을 가지고 계신 분
• 분석 및 서비스의 요구조건을 프로그래밍으로 구현해본 다방면의 경험을 가지고 계신 분"
엔에이치엔(NHN),[NHN] 페이코 데이터 사이언티스트,https://www.wanted.co.kr/wd/134760,"· 데이터 사이언스, 데이터 마이닝, 통계학 등 관련 석사 이상 학위 또는 그에 준하는 2년 이상의 경력을 가지고 계신 분
· 데이터 관련 프로젝트를 경험해보신 분 (문제 정의부터 원천 데이터 수집, 정제, 실험 수행 및 결론 도출 까지의 전체 과정 )
· 데이터 분석 및 머신러닝 관련 언어(R, Python, SQL 등)를 능숙하게 활용하실 수 있으신 분
· 끈질기게 데이터를 살펴서 데이터에 관련된 오류나 인사이트를 발굴해내는 문제 해결 능력을 가지고 계신 분
· 새로운 지식을 학습하는 것을 좋아하고 성장을 추구하는 분","·  마케팅 사이언스 또는 금융 분야의 데이터 분석 모델링 ,  A/B테스트 실험 설계 및 분석,  Causal Inference, Uplift modeling,  Product Analytics (Customer Lifetime Value, Retention, Cohort, Funnel 등),  이탈 예측 등 특정 분야에 대한 전문성과 관심을 가지고 계신 분
·  예측 모형 또는 데이터 분석 결과가 실제 서비스에 반영되고, 비즈니스 관점에서도 유의미한 결과를 만들어낸 경험을 가지고 계신 분
·  관련 논문으로부터 알고리즘 또는 방법론을 직접 구현해본 경험을 가지고 계신 분 
·  주도적으로 이슈나 개선점을 찾아내고 열정적으로 문제를 해결하려는 분
·  팀원들과 서로 아이디어를 공유하고 논의할 수 있고, 유관 부서와 적극적으로 커뮤니케이션 가능하신 분"
엔에이치엔(NHN),[NHN] 게임 데이터 서비스/플랫폼 개발,https://www.wanted.co.kr/wd/133505,"· Hadoop 에코시스템 또는 클라우드 환경에서 데이터 수집, 처리 및 지표 분석 경험이 있으신 분
· Java, Python, Scala 중 최소 1가지 언어를 이용한 데이터 분석 및 소프트웨어 개발 역량이 있으신 분
· 데이터 기반의 문제해결 역량이 있고 논리적 사고를 하시는 분","· 게임 서비스의 지표 데이터 분석 경험이 있으신 분
· 분석 및 서비스의 요구조건을 다방면으로 해소 가능한 형태로 모델링 했던 경험이 있으신 분
· 오픈소스 학습 및 활용 역량을 보유하신 분"
시나몬,모션 캡쳐 데이터 관리자,https://www.wanted.co.kr/wd/128156,• Motion builder 사용 가능하신 분,"• 바이콘(쇼군) 운용 경험이 있으신 분
• 패이스웨어 운용 경험이 있으신 분
• 언리얼엔진 경험이 있으신 분
• 밝고 긍정적인 사고를 바탕으로 원활한 커뮤니케이션이 가능하신 분

※참고사항
- 전형 절차는 일정 및 상황에 따라 변경될 수 있으며, 결과에 따라 절차가 추가될 수 있습니다.
- 정규직 채용의 경우 3개월의 수습기간이 있으며, 
   평가 결과에 따라 수습 기간이 연장되거나 채용이 취소될 수 있습니다.
- 지원서 내용 중 허위사실이 있는 경우에는 합격이 취소될 수 있습니다."
쿡앱스(CookApps),데이터 엔지니어 (3년이상),https://www.wanted.co.kr/wd/145672,"• Hadoop, Hive, Spark 등 빅데이터 분산 처리 시스템 경험이 3년 이상 있으신 분

• Linux 기반 개발 경험이 3년 이상 있으신 분

• Phthon 실무 활용 경험이 3년 이상 있으신 분

• ETL 및 Data Modeling 실무 경험이 있으신 분

• SQL (HiveQL, NoSQL) 활용 경험이 있으신 분

• 컴퓨터 공학 관련 학과를 졸업하신 분","•다양한 종류의 Amazon Web Services 를 실무 수준에서 활용해 보신 분

•AI / ML 관련 프로젝트를 진행한 적이 있으며, 관련 인프라에 대한 지식을 가지고 계신 분

•데이터 파이프라인 설계, 운영 및 유지 보수 경험이 있는 분

•우수한 커뮤니케이션 능력과 협업능력을 갖추신 분"
쿡앱스(CookApps),그로스 프로덕트 디자이너 (데이터분석),https://www.wanted.co.kr/wd/131601,"• 캐주얼 게임을 사랑하며 모바일 게임 플레이 경험이 많으신 분
• 2년 이상의 정량 데이터 분석 혹은 그에 준하는 통계 업무 경험과 스킬이 있으신 분
• SQL, R 혹은 Python을 활용해 데이터 핸들링이 가능하신 분
• 시각화 관련 툴(Tableau)에 대한 활용 경험
• 데이터 분석 스킬을 활용해 의미있는 인사이트를 발굴하고, 결론을 도출하여 제품의 특정 문제를 해결해보신 분
• 동료에게 지식을 효과적으로 공유할 수 있으신 분


***포트폴리오(필수) : 게임이나 앱-웹 서비스 등의 제품에서 데이터 를 가공하고 분석하여 핵심 인사이트를 도출한 2가지 이상의 사례를 자유 형식으로 제출하되, CookApps 지원 동기를 함께 기술해주세요.","• 관련 분야(IT, 게임 등) 재직 이력 또는 학위(통계, 수학, 데이터마이닝 등)를 소유하신 분
• 데이터 분석 스킬 외에도 정성적인 UX 리서치 설계 역량과 스킬이 있으신 분
• 모바일 비즈니스 지표(Retention, LTV, CPI 등)에 대한 이해가 있으신 분
• 모바일 게임 콘텐츠나 모바일 앱 서비스등을 처음부터 기획하고 론칭해본 경험이 있으신 분
• 데이터 분석에서 한 발 나아가 도출한 인사이트와 솔루션이 유저에게 실제 어떤 정량-정성적 변화를 일으키는지 결과를 분석하고 싶으신 분"
쿡앱스(CookApps),데이터 분석가 (3년이상),https://www.wanted.co.kr/wd/87702,"• 관련 실무 경력 3년 이상이신 분
• SQL, R, Python을 활용해 데이터 핸들링이 가능하신 분
• 시각화 관련 툴(Tableau)에 대한 실무 경험
• 구성원들이 분석 결과를 쉽게 이해할 수 있도록 원활한 커뮤니케이션이 가능하신 분
• 데이터를 활용한 대시보드를 구축하여 인사이트와 액션플랜 도출 이상의 프로세스를 경험하신 분 (과제 대체 포트폴리오 가능)
• 로그 수준의 데이터를 원하는 형태로 가공하여 인사이트와 액션플랜 도출 이상의 프로세스를 경험하신 분 (과제 대체 포트폴리오 가능)
• 포트폴리오가 부족할 경우 과제가 부여될 수 있습니다","• 관련 분야(IT, 게임 등) 재직 이력 또는 학위(통계, 수학, 데이터마이닝 등)를 소유하신 분
• 퍼포먼스 마케팅 데이터를 실무에서 활용하였거나, 게임 광고 및 애드테크에 대한 이해도가 높고 실무 경험이 있는 분
• 모바일 비즈니스 지표(Retention, LTV, CPI 등)에 대한 이해가 있으신 분
• 실무에서 AI/ML을 활용한 경험이 있으신 분"
라이언로켓,데이터 사이언티스트 (산업기능요원 보충역 편입 가능),https://www.wanted.co.kr/wd/121046,"• Python을 활용한 자동화 툴 구현 및 개선 등의 개발 능력을 보유하신 분
• 데이터에 대한 분석 및 검증을 위한 인내심과 꼼꼼함을 갖추신 분
• 논리적이고 분석적인 사고력을 갖추신 분
• 다양한 직군과의 원활한 의사소통 및 협업이 가능하신 분","• 데이터 사이언스 및 엔지니어링 관련 전공 또는 석사 학위 보유자
• 딥러닝 또는 머신러닝을 활용한 비즈니스를 경험해보신 분
• 연구 결과에 대한 정리 및 문서화 능력이 뛰어나신 분"
고피자(Gopizza),[100억↑투자] AI/ML 데이터 레이블러 및 데이터 엔지니어,https://www.wanted.co.kr/wd/143199,"• Python 개발 경험 
• 영상/이미지 데이터 레이블링 경험
• 다양한 데이터 형식(Format)에 대하여 능통하게 다룰 수 있는 분
• 의사소통이 원활하고 긍정적인 분 
• 맡은 일에 책임감을 가지고 성실하신 분","• 데이터 레이블링 경험 
• 머신러닝/딥러닝에 대한 관심이 많으신 분 
• 데이터 엔지니어로써 성장하고 싶으신 분"
이노뎁,데이터 가시화 엔지니어(TMS PA),https://www.wanted.co.kr/wd/143396,"• 학력 : 대졸 이상
• 경력 : 경력 5년 이하","• 고객 요구사항 기반의 데이터 탐색과 인사이트 도출
• SQL 이용 데이터셋 처리, BI 도구를 이용한 시각화 분석과 피드백 반영
• SQL 쿼리 작성 가능자
• 인사이트 도출과 차트를 이용한 정보의 시각적 전달 유경험자
• ETL 이해를 통한 처리 유경험자
• 각종 통계 모델 활용 또는 관련 유사 프로젝트 경험자
• 관련 기술스택 (Kafka, Ksql or Kafka Stream, NiFi, Streamsets, Avro, Spark, Airflow, 
   python, PowerBI, Tableau 등)
• 동료와의 커뮤니케이션이 원활하고 책임감이 강하신 분"
엠클라우드브리지,Databricks(빅데이터) 개발자(5년 이상),https://www.wanted.co.kr/wd/139192,"•  Hadoop, Spark, DataBricks 등을 활용하여 대용량 분산처리 운영 및 개발 경험자
• ML/DW 데이터 파이프라인 개발 경험자
• 대용량 데이터 ETL 및 실시간 스트림 수집, 처리, 분석 경험자","• 퇴직금/ 4대보험/ 경조사지원/ 명절선물
• 자유로운 연차사용/ 근로자의날휴무/ 육아휴직/ 남성출산휴가
• 카페테리아/ 간식제공
•수평적조직문화/ 회식강요안함"
엠클라우드브리지,데이터엔지니어 - BI 개발자,https://www.wanted.co.kr/wd/132268,• 경력 : 1년 이상,"• BI 솔루션(MS Power BI, Tableau, QLIK 등) 관련 경력자
• MS 파워쿼리 또는 DAX 함수 사용이 능숙하신 분
• SQL Query 가능하신 분 또는 DB 이해도가 높으신 분
• PPT 또는 Excel 함수, VBA 등에 능숙하신 분
• Shell 또는 MS PowerShell 사용이 가능하신 분
• Python 사용 가능하신 분
• 논리적이고 분석적인 사고를 갖추신 분"
엠클라우드브리지,데이터 엔지니어 - 데이터 모델러,https://www.wanted.co.kr/wd/132286,• 경력 1년 이상,"• 관련 전공자 (컴퓨터공학, 정보통신, 전산, 통계 등)
• SQL Query 및 프로시저 작성이 능숙하신 분
• DB 성능 개선에 대한 경험이 많으신 분
• 다양한 출처의 데이터를 여러 기술들을 활용해 ETL 가능하신 분
• 데이터 표준화 및 품질관리 경험이 많으신 분
• 동종업계 (MS, AWS, Google, Naver 등) 비즈니스 클라우드에 대한 이해도가 높으신 분
• BI 솔루션에 대한 이해도가 높고 협업이 가능하신 분"
뷰티셀렉션,[100억↑투자] 데이터 분석가 (Data Analyst),https://www.wanted.co.kr/wd/73221,"[이런 분을 찾고 있어요]
• 데이터 분석 관련 업무 경력 3년 이상이신 분
• 데이터/분석 관련 툴을 활용한 경험이 있거나 새로운 툴을 적용하는데 어려움이 없으신 분
• 논리적이고 체계적인 문제 해결 역량이 있으신 분 
• 데이터 분석 결과를 쉽고 간결하게 전달하며 타부서와 긴밀하게 협업할 수 있는 분","[이런 경험이 있다면 더 좋아요]
• 경영학, 통계학, 경제학, data analysis 등 관련 전공 또는 데이터 분석 관련 경력 있으신 분
• 분석결과 기반으로 고객/사용자 공략 마케팅/제품정책 수립 경험이 있으신 분
• 스타트업에 대한 경험 및 이해도가 있으신 분

[뷰티셀렉션의 합류 프로세스]
• 서류 -＞ 1차 실무진 인터뷰 -＞ 2차 리더 인터뷰 -＞ 처우협의 -＞ 최종합격
※ 포지션에 따라 전형(커피챗, 과제 등)이 다르게 운영될 수 있으며, 일정 및 상황에 따라 변동될 수 있습니다."
크라우드웍스,데이터 프로젝트 PM,https://www.wanted.co.kr/wd/55602,"• 학력: 대졸 이상
• 경력: 1년 이상, 5년 이하
• 필요 역량: 
   - 구조적 사고
   - 문제 해결 역량
   - 자기 주도 업무
   - 멀티 태스킹
   - 원활한 커뮤니케이션
   - 문서작성 능력","• 데이터 수집 및 가공 경험
• 프로젝트 관리 혹은 운영 경험
• 인공지능이나 머신러닝 배경 지식
• 외국어 능력 (일본어, 영어)"
크라우드웍스,인공지능 데이터사업 제안 담당자,https://www.wanted.co.kr/wd/121912,"• 대졸 이상
• IT, AI & DATA 관련 사업제안 경력 3년 이상
• SI 사업제안 경험 또는 정부과제 제안 경험
• 고객 요구사항 정의 및 문제 도출 역량
• 인공지능 및 데이터 관련 사업 경험 및 이해도를 가지신 분
• 다양한 이해관계자들과의 원활한 커뮤니케이션 능력
• 문서 작업 능력","• PM(또는 PL) 및 Pre Sales 경험
• Pre Sales 역할로 성장하길 원하시는 분
• 비즈니스 컨설팅 회사 또는 SI기업에서의 제안 경험
• 인공지능 관련 사업 유경험자
• 외국어 활용 능력 보유"
크라우드웍스,인공지능 데이터사업 프리세일즈 / 컨설턴트,https://www.wanted.co.kr/wd/122131,"• 대졸 이상
• IT, AI & DATA 관련 사업제안 경력 5년 이상
• PM(또는 PL) 및 Pre Sales 경험
• AI & SI 사업제안 경험 또는 정부과제 제안 경험
• 고객 요구사항 정의 및 문제 도출 역량
• 인공지능 및 데이터 관련 사업 경험 및 이해도를 가지신 분
• 다양한 이해관계자들과의 원활한 커뮤니케이션 능력
• 문서 작업 능력","• 비즈니스 컨설팅 회사 또는 SI기업에서의 프리세일즈 및 제안 경험
• 인공지능 관련 사업 유경험자
• 외국어 활용 능력 보유"
오케스트로,빅데이터 엔지니어(Data 팀),https://www.wanted.co.kr/wd/127468,"• 오픈소스를 활용한 개발 및 운영 경험이 있으신 분
  • Java 또는 Scala 또는 Golang 중 하나 이상의 언어로 서버 및 어플리케이션 개발 경험이 
있으신 분","• 2년 이상의 개발 경력 혹은 그에 준하는 실력을 보유하신 분
• Elasticsearch/Opensearch, Prometheus, Kafka 사용 경험이 있으신 분 
• 가상화 및 클라우드 관련 지식이 있으신 분 
• Kubernetes 환경 개발 및 운영 경험을 보유하신 분 
• 모니터링 시스템 개발 및 운영 경험이 있으신 분"
피처링(FeaturingCorp.),"백엔드 개발 (엔진 및 웹 서비스 개발/설계, 데이터 분석)",https://www.wanted.co.kr/wd/36733,"• Python 개발경험 3년 이상 또는 그에 준하는 역량을 갖춘 분
• Django, FastAPI framework 활용한 시스템 개발 경험
• ORM 사용 또는 관계형 데이터베이스 시스템(RDBMS)에 대한 이해를 가진 분","• 다양한 개발 언어 및 오픈소스에 거부감이 없으신 분
• AWS, GCP 등 클라우드 환경에 대한 경험이 있으신 분
• Restfull framework 에 대한 경험이 있으신 분
• RDBMS, NoSQL, HDFS 중 하나 이상 다뤄보고 싶으신 분
• UI Test / Unit Test 경험자
• AI, 딥러닝을 활용한 퍼포먼스 도출 경험"
